,country,year,no_schooling,total_primary,completed_primary,total_secondary,completed_secondary,total_tertiary,completed_tertiary,avg_years_total_schooling,avg_years_primary_schooling,avg_years_secondary_schooling,avg_years_tertiary_schooling,population_1000s,region,iso_alpha
1059,"Korea, Republic of",1885,99.9,0.1,0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,5675.0,Asia and the Pacific,KOR
1060,"Korea, Republic of",1890,99.8,0.2,0.1,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,5680.0,Asia and the Pacific,KOR
1061,"Korea, Republic of",1895,99.7,0.3,0.2,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,5686.0,Asia and the Pacific,KOR
1062,"Korea, Republic of",1900,94.1,5.7,4.3,0.1,0.1,0.0,0.0,0.32,0.31,0.01,0.0,5691.0,Asia and the Pacific,KOR
1063,"Korea, Republic of",1905,88.7,11.1,8.3,0.2,0.1,0.1,0.0,0.61,0.6,0.01,0.0,5741.0,Asia and the Pacific,KOR
1064,"Korea, Republic of",1910,84.5,15.1,11.3,0.3,0.1,0.1,0.0,0.83,0.81,0.02,0.0,5790.0,Asia and the Pacific,KOR
1065,"Korea, Republic of",1915,74.7,21.1,15.7,3.9,1.9,0.4,0.1,1.53,1.36,0.16,0.01,6248.0,Asia and the Pacific,KOR
1066,"Korea, Republic of",1920,67.2,27.9,20.8,4.5,2.2,0.5,0.2,1.96,1.76,0.19,0.01,6749.0,Asia and the Pacific,KOR
1067,"Korea, Republic of",1925,60.2,34.1,25.7,5.1,2.6,0.6,0.3,2.37,2.13,0.22,0.02,7629.0,Asia and the Pacific,KOR
1068,"Korea, Republic of",1930,53.4,39.9,30.7,6.0,3.2,0.7,0.3,2.8,2.52,0.26,0.02,8112.0,Asia and the Pacific,KOR
1069,"Korea, Republic of",1935,46.2,46.5,36.5,6.6,3.5,0.8,0.4,3.24,2.93,0.29,0.02,8607.0,Asia and the Pacific,KOR
1070,"Korea, Republic of",1940,40.1,52.2,42.2,6.8,3.6,0.9,0.4,3.63,3.29,0.31,0.03,8774.0,Asia and the Pacific,KOR
1071,"Korea, Republic of",1945,34.8,57.2,47.4,7.0,3.6,1.0,0.5,3.96,3.62,0.31,0.03,8991.0,Asia and the Pacific,KOR
1072,"Korea, Republic of",1950,25.9,63.7,55.0,8.8,4.5,1.6,0.7,4.64,4.18,0.41,0.05,10429.0,Asia and the Pacific,KOR
1073,"Korea, Republic of",1955,20.2,64.4,56.9,13.4,6.8,1.9,0.8,5.22,4.56,0.6,0.06,12204.0,Asia and the Pacific,KOR
1074,"Korea, Republic of",1960,39.4,38.9,35.2,18.8,8.3,2.8,1.5,4.46,3.52,0.85,0.09,13685.0,Asia and the Pacific,KOR
1075,"Korea, Republic of",1965,27.9,41.7,39.8,26.2,12.1,4.2,2.3,5.68,4.27,1.28,0.13,15259.0,Asia and the Pacific,KOR
1076,"Korea, Republic of",1970,20.7,40.8,39.3,32.4,15.2,6.1,3.5,6.59,4.71,1.68,0.19,17441.0,Asia and the Pacific,KOR
1077,"Korea, Republic of",1975,14.0,37.2,35.8,41.9,20.6,6.9,3.9,7.54,5.12,2.2,0.22,20689.0,Asia and the Pacific,KOR
1078,"Korea, Republic of",1980,10.0,28.1,27.1,52.3,29.5,9.6,4.9,8.61,5.37,2.95,0.29,23710.0,Asia and the Pacific,KOR
1079,"Korea, Republic of",1985,8.0,20.4,19.6,57.5,36.2,14.2,6.7,9.52,5.5,3.6,0.42,26827.0,Asia and the Pacific,KOR
1080,"Korea, Republic of",1990,4.8,15.1,14.4,62.0,44.2,18.2,9.0,10.46,5.69,4.23,0.54,29648.0,Asia and the Pacific,KOR
1081,"Korea, Republic of",1995,2.7,12.4,11.9,60.7,45.9,24.1,12.9,11.17,5.82,4.61,0.74,31856.0,Asia and the Pacific,KOR
1082,"Korea, Republic of",2000,2.1,9.7,9.1,55.6,43.8,32.7,18.1,11.8,5.86,4.92,1.02,33587.0,Asia and the Pacific,KOR
1083,"Korea, Republic of",2005,1.4,7.2,6.8,56.7,46.9,34.7,24.2,12.27,5.9,5.19,1.18,34415.0,Asia and the Pacific,KOR
1084,"Korea, Republic of",2010,0.7,5.5,5.2,46.6,39.3,47.1,33.6,12.96,5.94,5.4,1.61,35381.0,Asia and the Pacific,KOR
1089,Sri Lanka,1870,95.3,4.6,0.8,0.2,0.0,0.0,0.0,0.18,0.17,0.01,0.0,1625.0,Asia and the Pacific,LKA
1090,Sri Lanka,1875,94.8,5.0,0.6,0.2,0.1,0.0,0.0,0.19,0.18,0.01,0.0,1616.0,Asia and the Pacific,LKA
1091,Sri Lanka,1880,94.2,5.5,0.6,0.3,0.1,0.0,0.0,0.21,0.2,0.01,0.0,1607.0,Asia and the Pacific,LKA
1092,Sri Lanka,1885,92.8,6.9,0.5,0.3,0.1,0.0,0.0,0.26,0.24,0.01,0.0,1665.0,Asia and the Pacific,LKA
1093,Sri Lanka,1890,90.7,8.9,0.5,0.5,0.1,0.0,0.0,0.33,0.31,0.02,0.0,1723.0,Asia and the Pacific,LKA
1094,Sri Lanka,1895,88.0,11.4,0.6,0.6,0.2,0.0,0.0,0.42,0.4,0.02,0.0,1874.0,Asia and the Pacific,LKA
1095,Sri Lanka,1900,85.0,14.2,0.7,0.8,0.2,0.0,0.0,0.53,0.5,0.03,0.0,2025.0,Asia and the Pacific,LKA
1096,Sri Lanka,1905,81.9,17.1,0.8,1.0,0.3,0.0,0.0,0.64,0.6,0.04,0.0,2179.0,Asia and the Pacific,LKA
1097,Sri Lanka,1910,75.9,21.8,1.3,2.3,0.7,0.0,0.0,0.92,0.83,0.09,0.0,2333.0,Asia and the Pacific,LKA
1098,Sri Lanka,1915,69.9,26.3,1.8,3.7,1.2,0.1,0.0,1.21,1.07,0.14,0.0,2511.0,Asia and the Pacific,LKA
1099,Sri Lanka,1920,65.2,29.8,2.4,5.0,1.7,0.1,0.0,1.46,1.27,0.19,0.0,2620.0,Asia and the Pacific,LKA
1100,Sri Lanka,1925,56.4,32.8,3.2,10.7,3.6,0.1,0.0,2.14,1.73,0.4,0.0,2869.0,Asia and the Pacific,LKA
1101,Sri Lanka,1930,51.1,36.1,4.1,12.7,4.4,0.1,0.1,2.46,1.98,0.48,0.0,3052.0,Asia and the Pacific,LKA
1102,Sri Lanka,1935,45.4,40.1,5.0,14.4,5.0,0.2,0.1,2.77,2.23,0.54,0.0,3279.0,Asia and the Pacific,LKA
1103,Sri Lanka,1940,41.1,42.5,5.8,16.2,5.8,0.2,0.1,3.05,2.43,0.61,0.01,3508.0,Asia and the Pacific,LKA
1104,Sri Lanka,1945,36.6,45.7,6.5,17.5,6.3,0.2,0.1,3.3,2.63,0.66,0.01,3946.0,Asia and the Pacific,LKA
1105,Sri Lanka,1950,34.0,46.2,6.9,19.5,8.2,0.3,0.1,3.55,2.78,0.76,0.01,4229.0,Asia and the Pacific,LKA
1106,Sri Lanka,1955,30.9,46.7,7.0,22.0,9.8,0.3,0.2,3.84,2.95,0.87,0.01,4766.0,Asia and the Pacific,LKA
1107,Sri Lanka,1960,28.0,47.2,7.1,24.4,12.3,0.4,0.2,4.12,3.12,1.0,0.01,5412.0,Asia and the Pacific,LKA
1108,Sri Lanka,1965,25.1,46.4,7.2,28.2,14.9,0.4,0.2,4.49,3.32,1.16,0.01,6173.0,Asia and the Pacific,LKA
1109,Sri Lanka,1970,16.4,36.1,15.0,46.1,27.1,1.4,0.7,6.63,4.71,1.87,0.04,7118.0,Asia and the Pacific,LKA
1110,Sri Lanka,1975,14.4,39.7,21.3,44.7,27.5,1.2,0.7,6.97,5.19,1.74,0.04,8221.0,Asia and the Pacific,LKA
1111,Sri Lanka,1980,12.1,44.1,26.3,43.0,28.2,0.8,0.5,7.22,5.57,1.63,0.03,9110.0,Asia and the Pacific,LKA
1112,Sri Lanka,1985,12.1,35.8,22.2,49.2,32.9,3.0,1.6,7.89,5.88,1.92,0.09,10008.0,Asia and the Pacific,LKA
1113,Sri Lanka,1990,8.7,29.9,19.1,55.5,39.0,5.9,3.2,8.9,6.09,2.63,0.18,11130.0,Asia and the Pacific,LKA
1114,Sri Lanka,1995,7.8,21.3,13.8,61.1,45.0,9.8,5.5,9.83,6.14,3.39,0.31,12177.0,Asia and the Pacific,LKA
1115,Sri Lanka,2000,7.2,12.2,8.0,66.4,50.9,14.2,8.4,10.77,6.05,4.27,0.45,13338.0,Asia and the Pacific,LKA
1116,Sri Lanka,2005,5.1,13.9,9.2,65.3,38.4,15.6,9.0,10.83,5.99,4.35,0.49,14237.0,Asia and the Pacific,LKA
1117,Sri Lanka,2010,3.0,13.9,9.2,67.5,18.8,15.6,9.1,10.67,5.98,4.2,0.5,14969.0,Asia and the Pacific,LKA
1122,Taiwan,1870,99.6,0.4,0.3,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,1416.0,Asia and the Pacific,TWN
1123,Taiwan,1875,99.5,0.5,0.4,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,1443.0,Asia and the Pacific,TWN
1124,Taiwan,1880,99.3,0.7,0.5,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,1470.0,Asia and the Pacific,TWN
1125,Taiwan,1885,99.1,0.8,0.6,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,1497.0,Asia and the Pacific,TWN
1126,Taiwan,1890,98.9,1.0,0.8,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,1525.0,Asia and the Pacific,TWN
1127,Taiwan,1895,98.6,1.3,1.0,0.1,0.0,0.0,0.0,0.05,0.05,0.0,0.0,1640.0,Asia and the Pacific,TWN
1128,Taiwan,1900,98.3,1.6,1.2,0.1,0.0,0.0,0.0,0.07,0.06,0.0,0.0,1755.0,Asia and the Pacific,TWN
1129,Taiwan,1905,97.8,2.0,1.5,0.1,0.1,0.0,0.0,0.08,0.08,0.01,0.0,1880.0,Asia and the Pacific,TWN
1130,Taiwan,1910,97.3,2.5,1.9,0.2,0.1,0.0,0.0,0.1,0.09,0.01,0.0,1964.0,Asia and the Pacific,TWN
1131,Taiwan,1915,96.6,3.1,2.3,0.2,0.1,0.0,0.0,0.13,0.12,0.01,0.0,2034.0,Asia and the Pacific,TWN
1132,Taiwan,1920,88.7,8.4,6.2,2.3,1.0,0.6,0.1,0.56,0.41,0.14,0.01,2127.0,Asia and the Pacific,TWN
1133,Taiwan,1925,86.2,6.0,4.4,6.8,3.1,1.1,0.4,0.91,0.52,0.36,0.03,2390.0,Asia and the Pacific,TWN
1134,Taiwan,1930,78.9,9.8,7.2,9.7,4.6,1.6,0.7,1.36,0.79,0.52,0.05,2621.0,Asia and the Pacific,TWN
1135,Taiwan,1935,71.1,15.2,11.2,11.6,5.6,2.0,1.0,1.78,1.08,0.64,0.06,2881.0,Asia and the Pacific,TWN
1136,Taiwan,1940,64.5,19.9,14.7,13.3,6.4,2.4,1.3,2.13,1.32,0.74,0.07,2929.0,Asia and the Pacific,TWN
1137,Taiwan,1945,57.0,25.2,18.8,15.0,7.0,2.7,1.4,2.5,1.59,0.83,0.08,3751.0,Asia and the Pacific,TWN
1138,Taiwan,1950,44.3,34.9,28.5,17.6,8.0,3.3,1.6,3.16,2.1,0.96,0.1,4337.0,Asia and the Pacific,TWN
1139,Taiwan,1955,38.0,39.5,32.3,19.2,8.7,3.3,1.6,3.47,2.34,1.04,0.1,4915.0,Asia and the Pacific,TWN
1140,Taiwan,1960,32.8,42.9,34.4,20.6,9.8,3.6,1.8,3.76,2.52,1.13,0.11,5620.0,Asia and the Pacific,TWN
1141,Taiwan,1965,27.2,45.7,37.5,22.8,11.4,4.5,1.8,4.18,2.75,1.3,0.13,6626.0,Asia and the Pacific,TWN
1142,Taiwan,1970,22.3,45.4,38.2,25.7,13.4,6.6,2.0,5.1,3.36,1.57,0.17,8425.0,Asia and the Pacific,TWN
1143,Taiwan,1975,18.4,40.8,35.0,34.1,19.9,6.7,2.4,6.07,3.86,2.02,0.18,9882.0,Asia and the Pacific,TWN
1144,Taiwan,1980,14.2,35.5,30.9,40.1,23.2,10.2,3.6,7.1,4.31,2.51,0.28,11330.0,Asia and the Pacific,TWN
1145,Taiwan,1985,10.3,31.3,25.7,46.2,27.0,12.2,4.2,7.89,4.64,2.92,0.33,12620.0,Asia and the Pacific,TWN
1146,Taiwan,1990,7.0,27.6,21.7,49.1,29.5,16.3,4.9,8.68,4.92,3.34,0.42,13608.0,Asia and the Pacific,TWN
1147,Taiwan,1995,4.0,22.2,17.0,53.1,32.1,20.7,5.6,9.55,5.23,3.8,0.53,14649.0,Asia and the Pacific,TWN
1148,Taiwan,2000,1.9,16.6,12.8,55.7,34.6,25.8,6.3,10.38,5.48,4.26,0.64,15652.0,Asia and the Pacific,TWN
1149,Taiwan,2005,0.8,11.8,10.7,52.0,36.1,35.4,8.1,11.35,5.71,4.77,0.87,16295.0,Asia and the Pacific,TWN
1150,Taiwan,2010,0.4,7.9,7.2,49.6,35.6,42.2,8.7,11.96,5.86,5.08,1.02,16632.0,Asia and the Pacific,TWN
1155,Thailand,1870,96.7,3.3,2.2,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,3354.0,Asia and the Pacific,THA
1156,Thailand,1875,96.3,3.7,2.4,0.0,0.0,0.0,0.0,0.13,0.12,0.0,0.0,3479.0,Asia and the Pacific,THA
1157,Thailand,1880,95.9,4.1,2.7,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,3604.0,Asia and the Pacific,THA
1158,Thailand,1885,95.4,4.6,3.0,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.0,3729.0,Asia and the Pacific,THA
1159,Thailand,1890,94.9,5.1,3.4,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,3853.0,Asia and the Pacific,THA
1160,Thailand,1895,94.2,5.7,3.8,0.0,0.0,0.0,0.0,0.2,0.19,0.0,0.0,4035.0,Asia and the Pacific,THA
1161,Thailand,1900,93.6,6.4,4.2,0.0,0.0,0.0,0.0,0.22,0.21,0.0,0.0,4217.0,Asia and the Pacific,THA
1162,Thailand,1905,90.5,9.1,6.1,0.4,0.1,0.1,0.0,0.34,0.32,0.02,0.0,4486.0,Asia and the Pacific,THA
1163,Thailand,1910,87.6,11.6,7.7,0.7,0.2,0.1,0.0,0.45,0.42,0.03,0.0,4772.0,Asia and the Pacific,THA
1164,Thailand,1915,85.6,13.3,8.7,1.0,0.3,0.1,0.1,0.54,0.49,0.05,0.0,5140.0,Asia and the Pacific,THA
1165,Thailand,1920,86.9,10.2,6.3,2.8,0.7,0.2,0.1,0.57,0.45,0.11,0.01,5617.0,Asia and the Pacific,THA
1166,Thailand,1925,84.7,12.3,7.7,2.8,0.7,0.2,0.1,0.64,0.52,0.12,0.01,6247.0,Asia and the Pacific,THA
1167,Thailand,1930,81.9,14.7,9.3,3.3,0.8,0.2,0.1,0.76,0.62,0.13,0.01,6613.0,Asia and the Pacific,THA
1168,Thailand,1935,75.7,20.0,13.0,4.0,1.0,0.2,0.1,1.0,0.83,0.16,0.01,7920.0,Asia and the Pacific,THA
1169,Thailand,1940,69.9,24.9,17.0,4.9,1.2,0.3,0.2,1.26,1.05,0.2,0.01,8529.0,Asia and the Pacific,THA
1170,Thailand,1945,60.2,33.4,24.3,6.0,1.4,0.5,0.2,1.67,1.41,0.25,0.01,9639.0,Asia and the Pacific,THA
1171,Thailand,1950,48.1,45.1,35.0,6.3,1.4,0.6,0.2,2.16,1.88,0.27,0.02,10720.0,Asia and the Pacific,THA
1172,Thailand,1955,41.2,51.5,40.5,6.7,1.6,0.6,0.3,2.44,2.13,0.28,0.02,12354.0,Asia and the Pacific,THA
1173,Thailand,1960,35.0,57.0,44.2,7.3,1.8,0.7,0.3,2.68,2.34,0.31,0.02,14023.0,Asia and the Pacific,THA
1174,Thailand,1965,28.4,63.7,22.9,7.1,1.8,0.8,0.5,2.39,2.05,0.32,0.03,16083.0,Asia and the Pacific,THA
1175,Thailand,1970,21.4,70.3,12.0,7.2,2.2,1.1,0.8,2.74,2.36,0.34,0.04,18880.0,Asia and the Pacific,THA
1176,Thailand,1975,17.7,70.1,5.8,10.2,3.1,2.1,1.6,3.24,2.67,0.49,0.07,22321.0,Asia and the Pacific,THA
1177,Thailand,1980,12.8,71.2,4.2,12.8,4.5,3.2,2.9,3.9,3.12,0.66,0.12,26518.0,Asia and the Pacific,THA
1178,Thailand,1985,10.9,70.9,7.5,13.6,5.7,4.6,3.9,4.45,3.51,0.77,0.17,30806.0,Asia and the Pacific,THA
1179,Thailand,1990,10.0,69.4,16.9,14.4,6.8,6.2,5.0,5.21,4.06,0.92,0.22,35102.0,Asia and the Pacific,THA
1180,Thailand,1995,9.9,62.0,19.8,22.9,10.2,5.3,4.5,5.79,4.35,1.24,0.2,39020.0,Asia and the Pacific,THA
1181,Thailand,2000,11.5,57.7,21.8,24.3,11.8,6.5,5.3,6.09,4.44,1.41,0.24,42037.0,Asia and the Pacific,THA
1182,Thailand,2005,5.0,50.8,20.0,32.3,13.7,11.9,9.7,7.46,5.0,2.03,0.43,44408.0,Asia and the Pacific,THA
1183,Thailand,2010,2.7,44.1,18.5,38.8,21.4,14.4,11.7,8.47,5.36,2.59,0.52,46578.0,Asia and the Pacific,THA
1188,Albania,1870,99.3,0.7,0.2,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,347.0,Eastern Europe,ALB
1189,Albania,1875,99.1,0.9,0.2,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,363.0,Eastern Europe,ALB
1190,Albania,1880,98.9,1.1,0.3,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,380.0,Eastern Europe,ALB
1191,Albania,1885,98.5,1.5,0.4,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,397.0,Eastern Europe,ALB
1192,Albania,1890,98.1,1.9,0.5,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,413.0,Eastern Europe,ALB
1193,Albania,1895,97.6,2.4,0.7,0.0,0.0,0.0,0.0,0.07,0.06,0.0,0.0,433.0,Eastern Europe,ALB
1194,Albania,1900,97.0,3.0,0.9,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,453.0,Eastern Europe,ALB
1195,Albania,1905,96.2,3.8,1.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,473.0,Eastern Europe,ALB
1196,Albania,1910,94.3,5.7,1.7,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,493.0,Eastern Europe,ALB
1197,Albania,1915,90.7,9.3,2.9,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,505.0,Eastern Europe,ALB
1198,Albania,1920,86.1,13.9,4.4,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.0,523.0,Eastern Europe,ALB
1199,Albania,1925,80.5,19.4,6.2,0.0,0.0,0.0,0.0,0.52,0.52,0.01,0.0,535.0,Eastern Europe,ALB
1200,Albania,1930,74.6,25.3,8.3,0.0,0.0,0.0,0.0,0.68,0.68,0.01,0.0,548.0,Eastern Europe,ALB
1201,Albania,1935,68.5,31.3,10.4,0.2,0.1,0.1,0.0,0.86,0.84,0.01,0.0,562.0,Eastern Europe,ALB
1202,Albania,1940,61.5,37.5,12.8,0.9,0.3,0.1,0.0,1.1,1.04,0.05,0.0,604.0,Eastern Europe,ALB
1203,Albania,1945,52.9,38.9,13.4,8.0,2.6,0.2,0.1,1.82,1.38,0.44,0.01,630.0,Eastern Europe,ALB
1204,Albania,1950,39.3,50.6,33.3,9.4,2.6,0.7,0.3,2.75,2.19,0.54,0.02,655.0,Eastern Europe,ALB
1205,Albania,1955,37.2,50.9,32.9,10.7,3.4,1.1,0.6,2.93,2.24,0.65,0.03,751.0,Eastern Europe,ALB
1206,Albania,1960,43.8,35.2,25.4,19.2,5.9,1.8,0.9,3.23,2.13,1.04,0.06,865.0,Eastern Europe,ALB
1207,Albania,1965,40.0,34.2,25.2,23.0,7.3,2.8,1.3,3.63,2.29,1.26,0.08,978.0,Eastern Europe,ALB
1208,Albania,1970,34.2,32.4,24.6,30.1,10.6,3.4,1.7,4.63,2.98,1.55,0.1,1137.0,Eastern Europe,ALB
1209,Albania,1975,26.8,29.2,22.8,39.9,14.4,4.1,2.2,5.77,3.77,1.87,0.12,1335.0,Eastern Europe,ALB
1210,Albania,1980,19.7,24.8,19.0,51.0,19.1,4.5,2.5,6.95,4.65,2.16,0.14,1575.0,Eastern Europe,ALB
1211,Albania,1985,13.6,20.8,16.0,60.4,23.5,5.1,3.1,7.93,5.37,2.4,0.16,1783.0,Eastern Europe,ALB
1212,Albania,1990,10.2,16.9,12.8,67.3,26.4,5.7,3.5,8.61,5.91,2.51,0.18,2037.0,Eastern Europe,ALB
1213,Albania,1995,13.1,15.3,11.7,65.9,26.5,5.8,3.6,8.54,5.93,2.42,0.19,1945.0,Eastern Europe,ALB
1214,Albania,2000,0.6,13.7,11.4,79.2,29.3,6.5,4.2,9.93,6.93,2.79,0.21,1920.0,Eastern Europe,ALB
1215,Albania,2005,1.3,8.3,7.6,86.3,35.1,4.2,2.6,10.24,7.22,2.88,0.14,2026.0,Eastern Europe,ALB
1216,Albania,2010,1.4,4.1,3.9,92.6,46.7,1.9,1.1,10.44,6.92,3.45,0.06,2139.0,Eastern Europe,ALB
1221,Bulgaria,1870,73.5,25.5,3.7,1.0,0.3,0.0,0.0,0.98,0.94,0.04,0.0,1382.0,Eastern Europe,BGR
1222,Bulgaria,1875,72.0,26.7,3.3,1.2,0.4,0.0,0.0,1.03,0.98,0.05,0.0,1471.0,Eastern Europe,BGR
1223,Bulgaria,1880,70.5,28.0,3.2,1.5,0.4,0.0,0.0,1.09,1.03,0.06,0.0,1052.0,Eastern Europe,BGR
1224,Bulgaria,1885,69.1,29.1,3.1,1.8,0.5,0.0,0.0,1.15,1.08,0.08,0.0,1680.0,Eastern Europe,BGR
1225,Bulgaria,1890,67.6,30.2,3.1,2.2,0.7,0.0,0.0,1.23,1.13,0.09,0.0,1647.0,Eastern Europe,BGR
1226,Bulgaria,1895,64.1,33.1,3.4,2.7,0.8,0.1,0.1,1.39,1.26,0.12,0.0,2008.0,Eastern Europe,BGR
1227,Bulgaria,1900,58.0,39.4,4.3,2.3,0.7,0.3,0.2,1.59,1.47,0.12,0.01,2139.0,Eastern Europe,BGR
1228,Bulgaria,1905,54.6,42.8,4.6,2.2,0.7,0.4,0.2,1.72,1.58,0.13,0.01,2233.0,Eastern Europe,BGR
1229,Bulgaria,1910,48.1,47.6,5.9,3.6,1.1,0.7,0.4,2.08,1.86,0.2,0.02,2385.0,Eastern Europe,BGR
1230,Bulgaria,1915,40.7,44.5,5.6,13.7,4.1,1.0,0.5,3.04,2.16,0.84,0.03,2664.0,Eastern Europe,BGR
1231,Bulgaria,1920,33.6,50.3,7.2,14.8,4.6,1.3,0.7,3.36,2.22,1.1,0.04,2834.0,Eastern Europe,BGR
1232,Bulgaria,1925,30.9,51.8,8.0,15.8,5.1,1.5,0.8,3.51,2.26,1.2,0.05,3269.0,Eastern Europe,BGR
1233,Bulgaria,1930,28.0,55.5,9.4,14.8,4.9,1.7,1.0,3.51,2.3,1.16,0.05,3604.0,Eastern Europe,BGR
1234,Bulgaria,1935,26.5,57.2,11.1,14.4,5.0,1.9,1.1,3.54,2.3,1.17,0.06,3703.0,Eastern Europe,BGR
1235,Bulgaria,1940,22.7,59.5,13.6,15.6,5.4,2.1,1.3,3.78,2.42,1.3,0.07,4207.0,Eastern Europe,BGR
1236,Bulgaria,1945,19.8,62.4,17.2,15.2,5.3,2.6,1.6,3.89,2.48,1.33,0.08,4660.0,Eastern Europe,BGR
1237,Bulgaria,1950,14.3,68.0,22.1,14.8,2.8,2.9,1.9,3.97,2.59,1.28,0.1,4821.0,Eastern Europe,BGR
1238,Bulgaria,1955,10.6,63.7,24.4,22.6,6.0,3.0,2.1,4.82,2.83,1.89,0.1,4951.0,Eastern Europe,BGR
1239,Bulgaria,1960,8.3,64.4,28.1,22.7,7.3,4.8,3.0,5.24,2.95,2.13,0.16,5226.0,Eastern Europe,BGR
1240,Bulgaria,1965,6.6,74.1,38.7,14.9,5.8,4.4,3.1,4.71,3.03,1.53,0.15,5533.0,Eastern Europe,BGR
1241,Bulgaria,1970,4.7,60.5,38.9,26.2,11.3,8.6,4.7,6.54,3.85,2.43,0.27,5737.0,Eastern Europe,BGR
1242,Bulgaria,1975,3.2,53.3,37.4,32.5,15.4,11.0,6.1,7.41,4.44,2.62,0.34,5849.0,Eastern Europe,BGR
1243,Bulgaria,1980,2.9,45.3,33.4,38.9,20.6,12.9,7.7,8.15,4.91,2.83,0.41,5849.0,Eastern Europe,BGR
1244,Bulgaria,1985,2.8,38.1,29.2,44.1,24.7,14.9,9.3,8.76,5.29,2.99,0.48,6041.0,Eastern Europe,BGR
1245,Bulgaria,1990,2.5,39.3,32.7,43.8,27.8,14.3,9.6,8.68,5.37,2.83,0.48,5804.0,Eastern Europe,BGR
1246,Bulgaria,1995,1.8,36.4,31.0,45.0,30.0,16.8,10.4,9.31,5.81,2.95,0.54,5556.0,Eastern Europe,BGR
1247,Bulgaria,2000,1.2,32.9,27.9,48.5,33.7,17.4,11.5,9.65,6.24,2.84,0.58,5432.0,Eastern Europe,BGR
1248,Bulgaria,2005,1.6,16.8,14.9,60.9,41.6,20.8,13.0,10.61,6.68,3.26,0.68,5365.0,Eastern Europe,BGR
1249,Bulgaria,2010,2.0,3.6,3.2,71.7,50.8,22.7,15.1,11.07,6.72,3.6,0.76,5201.0,Eastern Europe,BGR
1254,Hungary,1870,75.4,22.6,17.8,1.9,0.6,0.1,0.1,1.83,1.78,0.05,0.0,8990.0,Eastern Europe,HUN
1255,Hungary,1875,73.0,24.9,19.7,2.0,0.7,0.1,0.1,2.02,1.95,0.06,0.0,9165.0,Eastern Europe,HUN
1256,Hungary,1880,69.6,28.1,22.2,2.1,0.6,0.2,0.1,2.27,2.2,0.06,0.01,9757.0,Eastern Europe,HUN
1257,Hungary,1885,65.7,31.9,25.2,2.2,0.7,0.2,0.2,2.55,2.48,0.07,0.01,9897.0,Eastern Europe,HUN
1258,Hungary,1890,61.9,35.6,28.0,2.3,0.7,0.2,0.2,2.83,2.75,0.07,0.01,10389.0,Eastern Europe,HUN
1259,Hungary,1895,57.2,40.1,31.5,2.4,0.8,0.3,0.2,3.17,3.08,0.08,0.01,10895.0,Eastern Europe,HUN
1260,Hungary,1900,52.5,44.5,34.6,2.6,0.8,0.4,0.3,3.5,3.4,0.08,0.01,11544.0,Eastern Europe,HUN
1261,Hungary,1905,45.0,51.6,39.4,2.8,0.9,0.6,0.3,4.02,3.91,0.1,0.02,11996.0,Eastern Europe,HUN
1262,Hungary,1910,44.8,51.7,38.8,3.0,1.0,0.5,0.4,4.02,3.9,0.1,0.02,12403.0,Eastern Europe,HUN
1263,Hungary,1915,40.6,55.5,40.9,3.2,1.1,0.6,0.5,4.3,4.16,0.11,0.02,13138.0,Eastern Europe,HUN
1264,Hungary,1920,37.7,58.2,42.1,3.2,1.1,0.9,0.6,4.5,4.34,0.12,0.03,5094.0,Eastern Europe,HUN
1265,Hungary,1925,34.6,60.4,42.9,3.9,1.4,1.2,0.8,4.73,4.53,0.15,0.04,5394.0,Eastern Europe,HUN
1266,Hungary,1930,30.7,63.6,44.5,4.3,1.5,1.4,1.1,5.01,4.78,0.17,0.05,5747.0,Eastern Europe,HUN
1267,Hungary,1935,25.1,69.1,47.9,4.2,1.5,1.6,1.3,5.39,5.15,0.18,0.06,5983.0,Eastern Europe,HUN
1268,Hungary,1940,17.0,76.9,53.2,4.4,1.6,1.8,1.5,5.96,5.7,0.19,0.07,6246.0,Eastern Europe,HUN
